month,year,fuente,sentimiento,response,empresa,texto
3,2015,memoria,negativo,0,cmpc,"A principios del 2015 se presentó a tramitación legislativa el proyecto de Reforma Laboral. Los aspectos centrales y controversiales de esta iniciativa son la titularidad sindical en la negociación, limitaciones a la extensión de beneficios e imposibilidad de reemplazo en caso de huelga. Es preocupante apreciar que con toda seguridad estas serán iniciativas perjudiciales para el desarrollo de las empresas.  Lamentablemente no hemos sido capaces como sociedad de consensuar una reforma, más moderna, acorde con las necesidades de las personas, que beneficie a todos, especialmente a los jóvenes, a las mujeres y en sintonía con la realidad competitiva del mundo actual. "
3,2014,memoria,negativo,0,cmpc,"En cuanto a Chile, la economía se desaceleró más de lo estimado inicialmente, debido tanto a factores externos como internos. Entre los primeros está la declinación de las inversiones en minería asociada a perspectivas menos favorables de precios futuros. En los elementos internos destacan tanto la mayor incertidumbre asociada a la amplitud, profundidad y premura de la agenda de reformas, como la percepción de un deterioro en la calidad de las políticas públicas. En este aspecto, en septiembre se promulgó la ley que modifica el impuesto a la renta e introduce ajustes relevantes al sistema tributario chileno. Esta reforma contempla un alza gradual de los impuestos a las empresas desde el 20% al 27%, que comenzó en el 2014. También incorpora modificaciones que reducen significativamente el incentivo de reinversión mediante utilidades retenidas lo cual seguramente provocará un mayor endeudamiento corporativo. "
3,2018,memoria,positivo,1,andina,"Otro foco estratégico que consolidamos año a año es ser guardianes del agua que, sumado al valor de eficiencia en los procesos, nos instan a mantener y ampliar coberturas de nuestros programas de acceso al agua en cada región donde operamos. Asimismo, el compromiso activo de la Compañía en el cuidado del medio ambiente nos llevó a suscribir el nuevo contrato de abastecimiento de energía limpia certificada para el 100% de la demanda de tres de nuestras plantas en Chile, precedente ejemplar para el resto de nuestras operaciones. En la misma línea, estamos orgullosos con el funcionamiento de nuestra nueva planta en Duque de Caxias, que aportó reconocimientos concretos a nuestro desarrollo digital en el universo industrial, donde implementamos tecnologías de industrias 4.0, sentando las bases de crecimiento y gestión industrial para el futuro. "
3,2017,memoria,positivo,1,andina,"Gracias al compromiso con la generación sostenible de valor económico, social y ambiental de todos quienes formamos parte de Coca‑Cola Andina, importantes y reconocidos índices a nivel mundial han incorporado las acciones de la Compañía en sus índices de sostenibilidad. Un ejemplo de estos son el Dow Jones MILA, DJSI Chile, el FTSE 4Good Emerging Index y el Vigeo Eiris Emerging 70 Ranking. Este tipo de índices son utilizados por una amplia gama de inversionistas para crear y evaluar fondos de inversión responsables, y el ser parte de ellos nos refuerza que vamos en la dirección correcta."
3,2016,memoria,negativo,0,andina,"En Brasil se vivió la profundización de una crisis macroeconómica y política. En términos de crecimiento, 2016 fue un año negativo para la economía brasileña, lo que se tradujo en una caída del PIB de aproximadamente 3,5%. El desempleo superó el 10%, lo que impactó el consumo. La incertidumbre en términos políticos ha afectado todos los estratos de la sociedad y ha postergado la recuperación económica. En Chile, en términos macroeconómicos no se vivieron los impactos que sí tuvieron los otros países. Sin embargo, el país continúa con bajas tasas de crecimiento y aumento del desempleo. Los principales desafíos vinieron por el lado de la Ley de Etiquetado, logrando ser líderes en la implementación de las regulaciones gubernamentales"
3,2015,memoria,positivo,1,andina,"Crecimiento rentable y sustentable, con una sólida disciplina financiera a través de una priorización de las inversiones de capital en los proyectos de mayor aporte estratégico, generación de resultados y aporte de valor, tanto económico como social y ambiental, con altos niveles de gobernabilidad y transparencia. Como consecuencia de los aspectos anteriores, si bien el volumen mostró una contracción de 1,3%, llegando a 819,9 millones de cajas unitarias, el ingreso consolidado creció 4,5% respecto del año anterior, alcanzando $1.877.394 millones, y el EBITDA consolidado alcanzó $316.229 millones, un crecimiento de 9,1%. Por su parte, el margen EBITDA mostró una expansión de 72 puntos base."
3,2019,memoria,positivo,1,copec,"Queremos que nuestras empresas sigan siendo, y cada vez con más fuerza, fuente de bienestar para nuestros clientes, colaboradores, proveedores y accionistas. Queremos que ellas, cuidando los necesarios equilibrios económicos, generen productos y servicios de calidad, a precios competitivos. Que provean de vías de crecimiento profesional y personal, que ayuden a cumplir sus sueños a quienes son parte de nuestros equipos de trabajo. Que no solo cuiden, sino que contribuyan a mejorar el medio ambiente. Que otorguen oportunidades para que todos, especialmente los jóvenes, desarrollen sus talentos, y que impulsen nuevas ideas para transformarlas en mejoras a la calidad de vida de todos. "
3,2018,memoria,positivo,1,copec,"Nuestra Compañía ha ido cambiando, asumiendo una posición más relevante en los mercados globales y afrontando los grandes retos de los tiempos actuales. El contexto internacional en que se desarrollaron las operaciones el pasado ejercicio estuvo marcado por un mayor optimismo, asociado al avance del proceso de normalización económica, financiera y monetaria en que ha estado inserto el mundo por una década. A pesar de la persistente tensión entre importantes bloques del comercio global, que ha mantenido en jaque su apertura, y de la creciente percepción ciudadana que los sistemas políticos modernos son disfuncionales, los precios de las materias primas se han comportado hasta ahora de manera favorable, influyendo transversalmente en nuestros negocios exportadores, con oferta y demanda más balanceadas en los mercados de celulosa, paneles, harina, y aceite. Ha sido un mundo más próspero, pero sometido a una mayor incertidumbre."
3,2017,memoria,positivo,1,copec,"Otro claro testimonio de la férrea voluntad de seguir creciendo como compañía, orientados por una misma mirada de largo plazo, es la cifra de inversión del ejercicio 2016, que totalizó US$ 1.830 millones. Si a ello agregamos el acuerdo con ExxonMobil anunciado a fines de año, y que aún no se ha materializado, los compromisos de inversión en 2016 se elevan por sobre los US$ 2.500 millones. Una cifra récord, que supera ampliamente nuestros niveles históricos. Más que expresar una voluntad de elevar el ritmo de inversión, el aumento se explica en buena medida porque en 2016 tuvimos la oportunidad de concretar, coincidentemente, múltiples iniciativas que perseguíamos desde hace años en distintos ámbitos"
3,2015,memoria,neutral,2,copec,"El escenario económico mundial ha continuado mostrando señales contrapuestas. La recuperación de la actividad en Estados Unidos se ha ido afianzando, lo que ha permitido ir moderando, lentamente, los impulsos monetarios en dicho país. En Europa, en cambio, los estímulos no convencionales están recién comenzando. Aunque el continente logró salir de su recesión, persisten riesgos sistémicos importantes en la periferia. En China, destino principal de las exportaciones de Chile y de nuestras empresas, la desaceleración se ha profundizado. Ello, sumado a la significativa y sorpresiva caída del precio del petróleo en los últimos meses, ha afectado fuertemente la cotización de las materias primas."
3,2013,memoria,negativo,0,copec,"A nivel local, el fuerte dinamismo y elevados niveles de empleo que venía mostrando la economía chilena han ido dando paso a un escenario de menor actividad en los meses recientes. Vale la pena señalar en relación a este aspecto, lo relevante que es para toda iniciativa contar con un entorno más favorable hacia los proyectos empresariales en general, de modo de poder, como país, seguir compitiendo adecuadamente en los exigentes mercados internacionales y así generar bienestar para todos. Este ha sido el desafiante escenario en que se desarrollaron nuestras actividades durante 2013, en que se registró una utilidad de US$ 786 millones y ventas récord por US$ 24.339 millones. El flujo operacional o EBITDA alcanzó US$ 1.979 millones, y la inversión, US$ 1.273 millones. Tras estas cifras quiero destacar dos temas. Primero, el enorme esfuerzo productivo y comercial de nuestras compañías, y todo el trabajo del equipo humano que hay tras ellas; y segundo, la sólida posición financiera que tenemos, que significó reducir en 2013 nuestros indicadores de endeudamiento, dejándonos en una favorable situación para poder seguir asumiendo todos los proyectos que nuestra estrategia de desarrollo contempla. "
3,2012,memoria,negativo,0,copec,"Si bien la inestabilidad financiera en el escenario económico mundial se ha ido disipando, aún persisten incertidumbres que han hecho difícil predecir el comportamiento de los mercados y, por lo tanto, planificar inversiones. China, destino principal de las exportaciones de Chile y de nuestras empresas, se ha desacelerado moderadamente y han surgido dudas sobre su capacidad de seguir creciendo a tasas elevadas. Europa ha entrado en recesión y, aunque se han alcanzado acuerdos políticos importantes, las reformas estructurales requeridas siguen siendo una tarea pendiente. Estados Unidos, por su parte, ha mostrado señales más definitivas de recuperación de la actividad, pero sigue la amenaza del “precipicio fiscal”. El mundo parece haber evitado una recaída de la gran crisis financiera, pero el contexto sigue siendo incierto y hoy se requieren aún más voluntades políticas y acuerdos globales perdurables para enfrentar los nuevos desafíos"
